orgid,ein,charity_name,category,city,state,efficiency_rating_star,affiliate_payments,admin_expense,total_revenue,program_expense,other_revenue,capacity_rating,program_expense_percent,primary_revenue_growth,fund_efficiency,cause,tag_line,overall_rating,website,total_functional_expense,leader_comp,program_expense_growth,net_assets,efficiency_rating,leader_comp_percent,capacity_rating_star,budget_surplus,admin_expense_percent,fund_expense,primary_revenue,url,fund_expense_percent,email,working_capital_ratio,overall_rating_star
10303,06-1565950,Lupus Research Institute,Public Benefit,New York,NY,4,0,"90,796","4,070,050","3,397,444","3,060",4.70,94.4,-0.8,0.02,Fundraising Organizations,Letting science lead the way to a cure,42.51,http://www.lupusresearchinstitute.org,"3,598,262","90,731",-3.2,"-463,062",37.81,2.52,1,"471,788",2.5,"110,022","4,066,990",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10303,3.0,mailto:lupus@lupusny.org,-0.12,2
7998,31-1611837,The Lustgarten Foundation for Pancreatic Cancer Research,Health,Bethpage,NY,4,0,"291,977","6,696,284","3,578,267","-488,793",30.00,86.0,23.3,0.04,Medical Research,Promoting pancreatic cancer research,68.60,http://www.lustgarten.org,"4,160,132","185,046",44.2,"15,374,015",38.60,4.44,4,"2,536,152",7.0,"289,888","7,185,077",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7998,6.9,mailto:ssarelso@cablevision.com,3.69,4
4083,95-2630437,Lutheran Bible Translators,Religion,Aurora,IL,3,0,"606,641","3,611,682","2,976,467","42,730",7.50,78.0,-5.2,0.06,Religious Media and Broadcasting,Making the Word of God available to those who do not yet have it in the language of their hearts,42.80,http://www.LBT.org,"3,811,621","93,004",-2.1,"2,558,079",35.30,2.44,1,"-199,939",15.9,"228,513","3,568,952",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4083,5.9,mailto:info@LBT.org,0.58,2
5920,41-1802412,Lutheran Community Foundation,Public Benefit,Minneapolis,MN,3,0,"1,064,175","16,949,249","7,605,440","-4,406,676",17.68,80.3,0.0,0.03,Community Foundations,Spreading joy. Changing lives.,50.71,http://www.thelcf.org/,"9,467,271","200,000",-3.1,"150,736,831",33.03,2.11,3,"7,481,978",11.2,"797,656","21,355,925",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5920,8.4,mailto:LutheranCommunityFoundation@TheLCF.org,15.92,3
9505,38-3106702,Lutheran Heritage Foundation,Religion,Macomb,MI,2,0,"499,923","2,405,465","1,820,788","47,652",23.61,67.3,0.4,0.16,Religious Media and Broadcasting,Making confessional Lutheran materials available around the world,52.85,http://www.lhfmissions.org/,"2,702,317","75,973",9.4,"4,828,460",29.23,2.81,4,"-296,852",18.4,"381,606","2,357,813",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9505,14.1,mailto:info@lhfmissions.org,1.78,3
9594,57-0342978,Lutheran Homes of South Carolina Foundation,Human Services,Irmo,SC,3,0,"212,300","2,188,253","1,991,780","1,069,772",10.00,82.2,-13.4,0.19,Social Services,Promoting the well-being of older adults,45.72,http://www.lutheranhomessc.com/lhscfoundation.html,"2,420,981",Not compensated,-4.3,"28,457,242",35.72,--,1,"-232,728",8.7,"216,901","1,118,481",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9594,8.9,mailto:mmcmahan@lhomes.org,4.03,2
4031,13-2574963,Lutheran World Relief,International,Baltimore,MD,4,0,"2,117,957","34,545,112","33,303,459","690,884",14.71,91.1,-0.6,0.03,Development and Relief Services,"Disaster response, fair trade, and advocacy",53.75,,"36,540,543","117,164",1.6,"37,995,856",39.04,0.32,2,"-1,995,431",5.7,"1,119,127","33,854,228",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4031,3.0,,1.03,3
6338,74-1142840,Lydia Patterson Institute,Education,El Paso,TX,3,0,"505,545","2,262,513","1,921,093","37,602",17.14,78.5,2.0,0.02,Private Elementary and Secondary Schools,A tradition of service,49.99,http://www.lydiapattersoninstitute.org,"2,447,189","96,235",3.8,"4,361,486",32.85,3.93,2,"-184,676",20.6,"20,551","2,224,911",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6338,0.8,mailto:info@lydiapattersoninstitute.org,1.78,2
9529,43-1699278,Lydia's House,Human Services,St. Louis,MO,3,0,"37,806","1,170,573","1,081,743","32,076",21.86,87.6,4.1,0.10,Social Services,"A place of healing, a voice of hope for abused women and their children",58.13,http://www.lydiashouse.org/,"1,233,507","
                  None reported",3.9,"2,881,856",36.26,--,3,"-62,934",3.0,"113,958","1,138,497",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9529,9.2,mailto:info@lydiashouse.org,2.33,3
8807,95-4335088,Lymphoma Research Foundation,Health,New York,NY,3,0,"448,698","6,419,477","9,233,821","-2,069,634",10.83,82.3,-10.0,0.18,Medical Research,Working to cure lymphoma and helping those affected by the disease,44.07,http://www.lymphoma.org,"11,212,825","180,303",2.3,"9,493,512",33.23,1.60,1,"-4,793,348",4.0,"1,530,306","8,489,111",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8807,13.6,mailto:development@lymphoma.org,0.84,2
10168,36-3727715,Lynn Sage Cancer Research Foundation,Public Benefit,Chicago,IL,3,0,"75,026","1,413,230","715,090","115,381",20.00,81.3,36.6,0.06,Fundraising Organizations,"Committed to research, dedicated to life",53.13,http://www.lynnsage.org,"878,701",Not compensated,-15.9,"1,049,440",33.13,--,3,"534,529",8.5,"88,585","1,297,849",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10168,10.0,mailto:ppage@nmh.org,1.19,3
4032,36-6008929,Lyric Opera of Chicago,"Arts, Culture, Humanities",Chicago,IL,3,0,"5,592,922","50,846,895","51,753,226","-1,700,059",15.44,85.3,-1.6,0.14,Performing Arts,"Sponsoring, producing and encouraging opera and musical performances",51.48,http://www.lyricopera.org,"60,626,806","455,206",3.1,"128,544,117",36.03,0.75,2,"-9,779,911",9.2,"3,280,658","52,546,954",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4032,5.4,mailto:mselander@lyricopera.org,1.75,3
9668,73-1001687,Lyric Theatre,"Arts, Culture, Humanities",Oklahoma City,OK,3,0,"389,788","3,028,790","3,033,586","10,674",20.00,83.6,-7.1,0.17,Performing Arts,Oklahoma's only professional musical theatre company,55.86,http://www.lyrictheatreokc.com,"3,624,519","86,000",14.6,"9,856,498",35.86,2.37,3,"-595,729",10.7,"201,145","3,018,116",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9668,5.5,mailto:pam@lyrictheatreokc.com,2.03,3
6721,13-1810938,Maccabi USA/Sports for Israel,Human Services,Philadelphia,PA,3,0,"444,621","6,415,231","6,006,657","433,171",22.50,84.6,26.7,0.10,Multipurpose Human Service Organizations,Perpetuating and preserving the American Jewish community by encouraging Jewish pride,58.23,http://www.maccabiusa.com,"7,095,735","174,925",53.0,"6,966,491",35.73,2.46,4,"-680,504",6.2,"644,457","5,982,060",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6721,9.0,mailto:maccabi@maccabiusa.com,0.03,3
6167,38-6120195,Macomb County Humane Society,Animals,Utica,MI,0,0,"179,210","1,607,598","313,907","503,636",17.30,45.5,1.5,0.18,"Animal Rights, Welfare, and Services",Providing care and shelter for homeless and abused animals,31.85,,"689,138","31,644",2.0,"5,247,368",14.55,4.59,2,"918,460",26.0,"196,021","1,103,962",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6167,28.4,,7.61,1
9516,41-1729340,MacPhail Center for Music,Education,Minneapolis,MN,3,0,"1,097,967","8,432,840","6,549,657","34,340",20.00,77.2,-10.8,0.25,Other Education Programs and Services,Promoting lifelong learning through music,52.72,http://www.macphail.org/,"8,477,482","157,195",13.0,"26,642,218",32.72,1.85,3,"-44,642",12.9,"829,858","8,398,500",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9516,9.7,mailto:givemusic@macphail.org,3.00,3
7006,39-1383497,Madison Children's Museum,"Arts, Culture, Humanities",Madison,WI,0,0,"336,348","7,659,983","989,710","297,767",20.00,48.6,67.4,0.10,Museums,"Connecting children with their families, their communities and the world beyond",42.36,http://madisonchildrensmuseum.org/,"2,035,009","107,765",-1.6,"11,727,241",22.36,5.29,3,"5,624,974",16.5,"708,951","7,362,216",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7006,34.8,mailto:info@madisonchildrensmuseum.org,5.76,2
10016,13-5596792,Madison Square Boys & Girls Club,Human Services,New York,NY,3,0,"1,219,455","4,039,597","6,600,767","-641,487",17.46,78.6,0.6,0.12,"Youth Development, Shelter, and Crisis Services",The positive place for kids since 1884,50.80,http://www.madisonsquare.org/,"8,394,613","277,675",3.0,"32,826,723",33.33,3.30,2,"-4,355,016",14.5,"574,391","4,681,084",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10016,6.8,mailto:smuellich@madisonsquare.org,3.69,3
4979,13-3280194,MADRE,International,New York,NY,4,0,"111,577","1,910,770","1,531,745","115,096",19.93,85.0,13.8,0.08,"International Peace, Security, and Affairs","Demanding rights, resources & results for women worldwide",58.44,http://www.madre.org,"1,800,726","88,750",2.4,"1,769,723",38.50,4.92,3,"110,044",6.1,"157,404","1,795,674",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4979,8.7,mailto:fundraising@madre.org,0.98,3
7662,95-4349860,Magic Johnson Foundation,Health,Beverly Hills,CA,4,0,"264,967","1,952,404","1,597,335","29,988",19.46,78.2,-1.7,0.09,"Diseases, Disorders, and Disciplines",We are the communities we serve,57.29,http://www.magicjohnson.com/index.php?/foundation/,"2,040,427","121,626",49.5,"1,524,528",37.82,5.96,3,"-88,023",12.9,"178,125","1,922,416",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7662,8.7,mailto:MJFinquiry@magicjent.com,0.57,3
4854,01-0248780,Maine Audubon Society,Environment,Falmouth,ME,1,0,"572,306","2,856,621","2,372,673","857,975",14.45,71.5,-14.2,0.23,Environmental Protection and Conservation,Connecting people with nature,41.60,http://www.maineaudubon.org,"3,316,721","8,492",4.4,"9,486,451",27.15,0.25,2,"-460,100",17.2,"371,742","1,998,646",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4854,11.2,mailto:member@maineaudubon.org,2.53,2
4857,01-0391479,Maine Community Foundation,Public Benefit,Ellsworth,ME,3,0,"1,437,961","15,511,500","16,269,633","909,251",18.59,87.3,-13.3,0.06,Community Foundations,Strengthening the communities of Maine,54.83,http://www.mainecf.org/,"18,622,149","152,386",8.5,"160,374,905",36.23,0.81,3,"-3,110,649",7.7,"914,555","14,602,249",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4857,4.9,mailto:info@mainecf.org,8.61,3
4037,22-3171529,Maine Public Broadcasting Network,"Arts, Culture, Humanities",Lewiston,ME,3,0,"1,353,039","10,452,186","8,747,152","327,519",10.00,71.6,-4.1,0.20,Public Broadcasting and Media,Connecting the people of Maine to each other and to the world,43.26,http://www.mpbn.net,"12,211,892","173,142",-3.5,"15,762,830",33.26,1.41,1,"-1,759,706",11.0,"2,111,701","10,124,667",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4037,17.2,mailto:erincampbell@mpbn.net,1.27,2
9318,01-0216837,Maine Sea Coast Mission,Human Services,Bar Harbor,ME,3,0,"293,216","1,532,834","2,282,624","-807,198",15.76,79.7,-13.9,0.12,Social Services,"A source of hope, encouragement, and strength",51.23,http://www.seacoastmission.org/,"2,861,651","115,050",5.7,"28,945,950",35.47,4.02,2,"-1,328,817",10.2,"285,811","2,340,032",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9318,9.9,mailto:srichards@seacoastmission.org,7.96,3
8606,11-3344389,Make the Road New York,Public Benefit,Brooklyn,NY,4,0,"424,794","6,005,778","5,108,046","333,909",25.00,87.7,35.6,0.05,Advocacy and Civil Rights,"Promoting economic justice, equity and opportunity for all New Yorkers",63.77,http://www.maketheroad.org/,"5,820,863","101,080",39.5,"2,491,316",38.77,1.73,4,"184,915",7.2,"288,023","5,671,869",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8606,4.9,mailto:development@maketheroadny.org,0.42,4
4038,86-0481941,Make-A-Wish Foundation of America,Health,Phoenix,AZ,3,0,"6,351,410","57,574,498","42,276,830","786,566",27.50,75.7,11.9,0.14,Patient and Family Support,Share the power of a wish,60.07,,"55,795,695","300,000",13.6,"33,120,573",32.57,0.53,4,"1,778,803",11.3,"7,167,455","56,787,932",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4038,12.8,,0.54,4
6410,91-1329433,Make-A-Wish Foundation of Alaska & Washington,Health,Seattle,WA,2,"211,208","400,247","5,209,164","4,079,562","-61,297",27.50,76.2,7.4,0.16,Patient and Family Support,Share the power of a wish,57.62,http://www.northwestwishes.org/,"5,348,985","155,948",11.1,"2,774,746",30.12,2.91,4,"-139,821",7.4,"869,176","5,270,461",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6410,16.2,mailto:deb@northwestwishes.org,0.51,3
8502,86-0409636,Make-A-Wish Foundation of Arizona,Health,Phoenix,AZ,3,"108,284","297,457","3,108,101","3,018,949","211,753",22.50,79.0,7.3,0.17,Patient and Family Support,Share the power of a wish,55.28,http://www.wishaz.org,"3,819,497","121,600",17.5,"741,745",32.78,3.18,4,"-711,396",7.7,"503,091","2,896,348",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8502,13.1,mailto:info@wishaz.org,0.14,3
8497,74-2357788,Make-A-Wish Foundation of Central & South Texas,Health,Austin,TX,3,"72,036","131,131","1,845,271","1,582,362","36,224",13.90,81.6,0.3,0.12,Patient and Family Support,Share the power of a wish,47.07,http://www.cstx.wish.org,"1,938,334","90,125",7.3,"131,742",33.16,4.64,2,"-93,063",6.7,"224,841","1,809,047",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8497,11.5,mailto:scott@cstx.wish.org,0.06,2
9000,59-3235806,Make-A-Wish Foundation of Central and Northern Florida,Health,Maitland,FL,2,"125,724","450,892","2,566,778","2,609,177","17,707",25.00,73.4,30.4,0.19,Patient and Family Support,Share the power of a wish,56.68,http://wishcentralfl.wish.org/,"3,550,287","122,386",33.6,"1,419,895",31.68,3.44,4,"-983,509",12.7,"490,218","2,549,071",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9000,13.8,mailto:info@wishcentral.org,0.34,3
9591,56-1492432,Make-A-Wish Foundation of Central and Western North Carolina,Health,Charlotte,NC,2,0,"193,313","2,290,214","1,964,950","-62,454",22.50,76.9,12.9,0.16,Patient and Family Support,Share the power of a wish,51.95,http://www.ncwish.org/,"2,553,319","
                  None reported",19.9,"466,070",29.45,--,4,"-263,105",7.5,"395,056","2,352,668",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9591,15.4,mailto:SRogers@ncwish.org,0.18,3
8496,74-2273004,Make-A-Wish Foundation of Colorado,Health,Greenwood Village,CO,3,0,"255,899","2,572,393","1,864,073","171,018",21.56,76.5,14.2,0.13,Patient and Family Support,Share the power of a wish,54.21,http://www.wishcolorado.org/,"2,436,176","170,472",6.5,"840,045",32.65,6.99,3,"136,217",10.5,"316,204","2,401,375",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8496,12.9,mailto:colorado@colorado.wish.org,0.34,3
8887,22-2710919,Make-A-Wish Foundation of Connecticut,Health,Trumbull,CT,4,"89,276","263,962","2,808,895","1,844,340","61,777",20.57,79.1,27.3,0.08,Patient and Family Support,Share the power of a wish,58.49,http://www.ct.wish.org/,"2,329,217","126,600",3.0,"2,043,293",37.91,5.43,3,"479,678",11.3,"220,915","2,747,118",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8887,9.4,mailto:conn@ct.wish.org,0.75,3
8173,58-1792140,Make-A-Wish Foundation of Eastern North Carolina,Health,Raleigh,NC,1,0,"153,560","1,309,653","854,046","44,199",11.17,67.6,2.4,0.20,Patient and Family Support,Share the power of a wish,34.93,http://www.eastncwish.org/,"1,262,775","14,423",-7.5,"336,270",23.75,1.14,1,"46,878",12.1,"255,169","1,265,454",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8173,20.2,mailto:info@eastncwish.org,0.26,1
8992,58-2146828,Make-A-Wish Foundation of Georgia & Alabama,Health,Atlanta,GA,2,"101,434","191,060","4,255,089","4,200,627","957,285",20.00,82.6,6.5,0.21,Patient and Family Support,Share the power of a wish,50.39,http://www.ga-al.wish.org,"5,085,255","122,772",13.9,"-343,488",30.39,2.41,3,"-830,166",3.7,"693,568","3,297,804",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8992,13.6,mailto:wishes@ga-al.wish.org,-0.06,3
7496,95-4107024,Make-A-Wish Foundation of Greater Los Angeles,Health,Los Angeles,CA,3,0,"463,668","2,246,623","2,776,493","-269,760",7.50,79.5,-10.7,0.10,Patient and Family Support,Share the power of a wish,42.29,http://www.wishla.org/,"3,491,957",Not compensated,-2.9,"2,478,428",34.79,--,1,"-1,245,334",13.2,"251,796","2,516,383",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7496,7.2,mailto:tbowser@wishla.org,0.70,2
6920,34-1471131,"Make-A-Wish Foundation of Greater Ohio, Kentucky and Indiana",Health,Columbus,OH,2,"259,904","1,174,883","8,705,384","6,619,798","252,950",22.50,73.9,7.4,0.13,Patient and Family Support,Share the power of a wish,54.89,http://www.makeawishohio.org/,"8,957,252","174,602",10.2,"1,111,437",32.39,1.94,4,"-251,868",13.1,"1,162,571","8,452,434",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6920,12.9,mailto:centralohio@makeawishohio.org,0.09,3
6880,25-1464177,Make-A-Wish Foundation of Greater Pennsylvania & Southern West Virginia,Health,Pittsburgh,PA,3,"254,345","353,965","6,173,546","5,761,332","305,032",17.98,83.8,4.5,0.12,Patient and Family Support,Share the power of a wish,51.09,http://www.wishgreaterpa.org,"6,874,247","163,295",4.6,"3,863,335",33.11,2.37,3,"-700,701",5.1,"758,950","5,868,514",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6880,11.0,mailto:greaterpa@wishworld.org,0.42,3
9577,54-1429614,Make-A-Wish Foundation of Greater Virginia,Health,Richmond,VA,2,"92,040","88,946","1,862,678","1,510,010","787,382",25.00,80.3,16.0,0.26,Patient and Family Support,Share the power of a wish,55.53,http://www.va.wish.org/,"1,878,630","103,851",25.1,"761,583",30.53,5.52,4,"-15,952",4.7,"279,674","1,075,296",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9577,14.8,mailto:info@va.wish.org,0.37,3
8387,99-0220777,Make-A-Wish Foundation of Hawaii,Health,Honolulu,HI,4,"20,644","9,781","1,949,584","1,637,907","341,244",22.59,98.6,1.7,0.00,Patient and Family Support,Share the power of a wish,62.45,http://makeawishhawaii.org/,"1,660,296","58,516",9.6,"1,758,534",39.86,3.52,4,"289,288",0.5,"12,608","1,608,340",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8387,0.7,mailto:info@makeawishhawaii.org,0.80,4
6148,36-3422138,Make-A-Wish Foundation of Illinois,Health,Chicago,IL,3,"302,400","595,216","8,743,779","8,389,195","45,017",22.50,80.6,12.2,0.16,Patient and Family Support,Share the power of a wish,55.50,http://www.wishes.org/,"10,406,883","172,037",19.1,"3,341,212",33.00,1.65,4,"-1,663,104",5.7,"1,422,472","8,698,762",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6148,13.6,mailto:info@wishes.org,0.04,3
